Bunia,20-05-2026,"Patients en isolement : HGR 19, SOFEPADI 4, Clinique Bénédicte 2, RWAOLE 9, CH Elikya 6 (total 40). Nouvelles admissions : 12 (0 PPL, 12 autres). Décès : 3 (0 confirmé, 3 suspects). Evasions : 1."
Rwampara,20-05-2026,"Patients isolés : HGR 24, CME 8, CH Salama 14, CS Hoho 8 (total 54). Nouvelles admissions : 17 (2 PPL, 15 autres). Décès : 2 (0 confirmé, 2 suspects). Non-cas libérés : 13. Évadés : 1. Transférés à HGR : 1."
Mongbwalu,20-05-2026,"Patients en isolement : 30. Nouvelles admissions : 9 (5 PPL, 4 autres). Décès : 1 (0 confirmé, 1 suspect). Evasions : 2."
Nyankunde,20-05-2026,"Patients en isolement : 16. Nouvelles admissions : 1 (0 PPL, 1 autre)."
Bunia,21-05-2026,"Bilan : 36, Nouvelles admissions : 14 (1 PPL, 13 autres), Total en isolement : 50. Décès : 8, Décès cumulés : 4. Suspects en isolement : 48. Cas confirmés : 4 (2 nouveaux confirmés, 2 AC confirmés)."
Rwampara,21-05-2026,"Rapport : 115, Nouvelles admissions : 24 (0 PPL, 24 autres), Total en isolement : 139. Décès : 4, Décès cumulés : 10. Suspects en isolement : 21. Cas confirmés : 5 (0 nouveau confirmé, 5 AC confirmés)."
Mongbwalu,21-05-2026,"Rapport : 35, Nouvelles admissions : 2 (0 PPL, 2 autres), Total en isolement : 37. Décès : 1, Décès cumulés : 15. Suspects en isolement : 5. Cas confirmés : 1."
Nyankunde,21-05-2026,"Bilan : 16, Nouvelles admissions : 3 (0 PPL, 3 autres), Total en isolement : 19. Décès : 0, Décès cumulés : 2. Suspects en isolement : 10. Cas confirmés : 4."
Bunia,22-05-2026,"Bilan : 33, Nouvelles admissions : 11 (3 PPL, 8 autres), Total en isolement : 44."
Rwampara,22-05-2026,"Bilan : 34, Nouvelles admissions : 1 (1 PPL, 0 autres), Total en isolement : 35."
Mongbwalu,22-05-2026,"Bilan : 30, Nouvelles admissions : 1 (0 PPL, 1 autre), Total en isolement : 45."
Nyankunde,22-05-2026,"Bilan : 24, Nouvelles admissions : 4 (1 PPL, 3 autres), Total en isolement : 47."
Aru,30-05-2026,"Mission conjointe PECH-IPC-Surveillance-UNICEF (évaluation de la Zone de Santé de Nyankunde pour l'intensification de la MVE). Suivi des travaux de construction du CTE à l'Hôpital Général de Référence de Bunia, Bunia CME, Hôpital Général de Référence de Rwampara. Transfert des patients de l'ESS vers les sites de soins."
Aungba,30-05-2026,"Mission conjointe PECH-IPC-Surveillance-UNICEF (évaluation de la Zone de Santé de Nyankunde pour l'intensification de la MVE). Suivi des travaux de construction du CTE à l'Hôpital Général de Référence de Bunia, Bunia CME, Hôpital Général de Référence de Rwampara. Transfert des patients de l'ESS vers les sites de soins."
