Aketi,0.881825473940055
Ango,0.882878181753736
Bili (Bas-Uele),0.882151042202152
Bondo,0.880096138925945
Buta,0.882000029087067
Ganga,0.882000029087069
Likati,0.882000029087066
Monga,0.887260548284979
Poko,0.882000029087069
Titule,0.882000029087067
Viadana,0.882000029087064
Aba,0.89458461239495
Boma Mangbetu,0.882000029087065
Doruma,0.914152477593551
Dungu,0.878774772435912
Faradje,0.841088730378363
Gombari,0.867949546001255
Isiro,0.882000029087068
Niangara,0.88200002908707
Pawa,0.882000029087065
Rungu,0.882000029087069
Wamba,0.881997617397944
Makoro,0.851781031998948
Watsa,0.832598365494354
Basankusu,0.882000029087067
Bikoro,0.8815503607813
Bolenge,0.863410135069322
Bolomba,0.87760331914935
Bomongo,0.867003169073769
Djombo,0.882000029087067
Iboko,0.881999681260237
Ingende,0.873858170385186
Irebu,0.871708926716307
Lilanga Bobangi,0.853375792253206
Lotumbe,0.877217089294999
Lukolela,0.855225222721895
Makanza,0.881988743602532
Mampoko,0.877620577065769
Mbandaka,0.855655017077424
Monieka,0.878586952662925
Ntondo,0.881999544124879
Wangata,0.854358541442934
Kambove,0.789953649348204
Kapolowe,0.803068094077676
Kikula,0.786856213499349
Kilela Balanda,0.811982018661491
Likasi,0.786198760303159
Mitwaba,0.868273667291654
Mufunga Sampwe,0.8736775810186
Panda,0.787807774369111
Kafubu,0.784377058296774
Kamalondo,0.761771901358445
Kampemba,0.762796879574841
Kasenga,0.775890731458161
Kashobwe,0.796669526598915
Katuba,0.758059140266411
Kenya,0.758290333331083
Kilwa,0.842322684442855
Kipushi,0.76058708806586
Kisanga,0.757566930192284
Kowe,0.77001898243408
Lubumbashi,0.768245419894462
Lukafu,0.845689778577844
Mumbunda,0.762628518368984
Pweto,0.833117519616579
Ruashi,0.767577785398726
Sakania,0.775620056778322
Tshamilemba,0.76690270742041
Vangu,0.781352584706242
Bukama,0.852200124201327
Butumba,0.875481012126425
Kabondo Dianda,0.859422254817956
Kinkondja,0.873554001626321
Lwamba,0.861898142490197
Malemba Nkulu,0.851661813545889
Mukanga,0.864737602767595
Mulongo,0.845349686809496
Baka,0.848246063749186
Kabongo,0.869850902539582
Kamina,0.848393993925711
Kaniama,0.881992184744276
Kayamba,0.872498572867406
Kinda,0.874714701070203
Kitenge,0.875087152707768
Songa,0.873820467323543
Adi,0.875214130391127
Adja,0.843765609378142
Angumu,0.762403522563482
Ariwara,0.818487261020795
Aru,0.821507553107653
Aungba,0.843352213797127
Biringi,0.864470705189344
Kambala,0.848876479173905
Laybo,0.861206294529762
Logo,0.792418634634114
Mahagi,0.779671046162997
Nyarambe,0.742779325113707
Rimba,0.828015155426068
Bambu,0.825621199999399
Boga,0.827295667670463
Bunia,0.818736993220899
Damas,0.864304806011439
Drodro,0.822031381034152
