DRC,14-05-2026,Second national emergency coordination meeting held around the INSP Director-General on the EVD situation in Ituri.
DRC,19-05-2026,"High-level meeting held by the Minister of Communication with the Minister of Health, the Director-General of Africa CDC, Prof. Muyembe and the INSP Director-General. Coordination meeting held with sections. Participation in strategic meetings at central level. Sharing of prioritised activities with budget to central level."
DRC,30-05-2026,"Official handover of 1,800 motorcycles by the central government to the DPS Ituri and SGI. Arrival of the national delegation of the Safety and Security Unit of SGI/MVE. Support to the laboratory pillar for data harmonization."
DRC,01-06-2026,"Expert meeting held for in-depth analysis to guide the response. Support to pillars on the use of image boxes during community relay briefings. Orientation meeting held with the DG INSP, Incident Manager (IM), Deputy IM and COUSP coordinators. Discussion between the IM and the Operations Officer on modelling."
DRC,02-06-2026,"Tripartite meeting between the Ministry of Health, Hygiene and Social Welfare (through COUSP/INSP and SGI), the Ministry of Higher and University Education, Scientific Research and Innovations, and the Ministry of National Education and New Citizenship — on integrating school, university and academic response activities into the 17th epidemic preparedness and response plan. Start of the work to develop the consolidated operational plan (CONOPS). Sharing of the provincial operational plan and follow-up of travellers under quarantine."
DRC,03-06-2026,Strategic coordination meeting chaired by the Governor of Ituri. Debriefing to the Governor by the DG INSP on the joint mission to Mongbwalu (INSP-SGI-WHO-UNICEF-WFP) focused on response activity assessment. Continued development of the consolidated operational plan (CONOPS) and health-zone prioritisation exercise.
DRC,04-06-2026,"Debriefing of the coordination team and technical and financial partners on the mission to Nizi HZ, recently affected. Deployment of a joint mission to Mongbwalu HZ to assess health facilities on the implementation of continuity of care."
DRC,05-06-2026,"A coordination team and technical partners were debriefed after a mission to a recently affected health zone. The INSP Director-General held a press conference with local media on positive rumour management, safe and dignified burial practices, referral of symptomatic individuals to facilities, and the importance of an Ebola Treatment Centre. A joint mission was sent to another health zone to evaluate continuity of care in healthcare facilities. An Incident Management System meeting took place at the Provincial Health Division to review epidemic developments and operational priorities."
DRC,06-06-2026,"Continued support was provided to affected provinces under the leadership of the Incident Manager and IMS members based in Bunia, Ituri. A meeting was held with technical and financial partners to orient the response based on risk-analysis prioritisation. A total of 345 alerts were raised, with 322 investigated (93.3%). There were 117 suspected cases registered: 60.3% in North Kivu, 38.8% in Ituri, and 0.9% in South Kivu. For contact tracing, 5,040 contacts were under follow-up, of which 2,535 (50.3%) were seen."
DRC,16-06-2026,Preparations underway for workshop to review initial EVD response actions. Coordination meeting held to follow up on field activities with technical and financial partners across all response pillars.
