Mongbwalu,14-05-2026,"Évaluation IPC : CS Abelkozo (score 7%), HGR Mongbwalu (score 34%). Briefing sur l'hygiène des mains, la gestion des déchets, l'isolement des patients. Préparation de l'isolement au HGR Mongbwalu. Mise en œuvre des mesures de PCI dans les établissements de santé locaux malgré les difficultés de mise en œuvre."
Mongbwalu,17-05-2026,"Évaluation IPC : CS Abelkozo (score 7%), HGR Mongbwalu (score 34%). Briefing sur l'hygiène des mains, la gestion des déchets, l'isolement des patients. Poursuite des évaluations de la mise en œuvre de la PCI dans les établissements de santé."
Bunia,18-05-2026,"3 inhumations sécurisées réalisées et décontamination : HGR Bunia, CEM Nyankunde, CS Les Mérites. Début du briefing des équipes de supervision et de décontamination. Évaluation des locaux pour triage au bureau de la DPS d'Ituri. Briefing des techniciens pour la maintenance et la désinfection des salles de réunion DPS. Évaluation des équipements de sécurité incendie à la DPS et au LPSP (9 extincteurs pour la LPSP, 12 pour la DPS, tous à entretenir)."
Rwampara,18-05-2026,"Début de l'évaluation du CME Nyankunde — 18 patients suspects se présentent sans isolement, dont 8 prestataires de soins. Briefing de 68 prestataires sur la MVE. Bilan clinique Dieu Guéri : scorecard 28%. Désinfection de certains locaux du service de médecine interne du CME, de la clinique Tumaini et d'un foyer. Identification d'un site d'isolement des patients."
Mongbwalu,18-05-2026,Briefing de 5 prestataires à HGR Mongbwalu. Décontamination de l'unité d'isolement. Fourniture de kits WASH à 4 centres de santé par ACF.
Bunia,19-05-2026,"Mise en place du triage à la DPS. 1 inhumation sécurisée réalisée et décontamination au HGR Bunia. Briefing des équipes de superviseur et de décontamination de Bunia HZ, des superviseurs DPS et des techniciens de surface LPSP. Briefing des 3 techniciens surface de l'HGR Bunia affectés au triage à l'entrée. Fourniture d'installations de lavage des mains au pilier IPC par MUSACA. Fourniture de 30 kg de chlore par Save the Children au pilier IPC."
Rwampara,19-05-2026,"Accompagnement des prestataires de soins dans la pratique de l'hygiène des mains au CS Shari, Dele et Poste de Santé la Victoire. Décontamination de la Clinique la Grâce Divine et du CM Gloria."
Mongbwalu,19-05-2026,Briefing de 3 prestataires du CTE Mongbwalu sur les précautions standards. Décontamination de l'unité d'isolement. Lacunes : nombre insuffisant de techniciens de surface à HGR Mongbwalu ; le manque de formation des membres de la sous-commission ; manque d’EPI pour procéder à des enterrements en toute sécurité.
Bunia,20-05-2026,"2 enterrements sécurisés réalisés, 1 en cours. Briefing de 5 prestataires des urgences du HGR Bunia sur les mesures préventives. Fourniture d'EPI et de matériel de décontamination pour les séances pratiques des équipes de la ZS de Bunia. Décontamination du bâtiment d'isolement du HGR Bunia. Fourniture de certaines fournitures IPC par le partenaire ALIMA."
Rwampara,20-05-2026,"Briefing de 4 membres du personnel de la morgue de BALIDJA sur les EPI avant de manipuler un corps. Poursuite du briefing de 63 prestataires (hygiénistes, infirmiers, médecins, sages-femmes) au CME Nyankunde sur la gestion des déchets biomédicaux. 3 enterrements sécurisés réalisés, 1 en cours. Décontamination de la salle d'isolement du HGR Rwampara. Briefing de 10 techniciens de surface et 15 superviseurs IPC sur l'enfilage/retrait des EPI."
